Gender,Age,Height,Weight,H_Cal_Consump,Veg_Consump,Water_Consump,Alcohol_Consump,Smoking,Meal_Count,Food_Between_Meals,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Transport,Body_Level
Female,29.0,1.74,72.0,no,3.0,2.0,Sometimes,no,3.0,Always,yes,no,0.0,0.0,Automobile,Body Level 2
Female,22.033129,1.704223,51.437985,yes,2.984425,2.044694,no,no,3.0,Frequently,yes,no,2.008256,1.250871,Public_Transportation,Body Level 1
Male,21.016665,1.790172,105.042194,yes,2.259679,1.026143,Sometimes,no,3.0,Sometimes,yes,no,0.268801,0.077818,Public_Transportation,Body Level 4
Male,27.0,1.85,75.0,yes,2.0,2.0,no,no,1.0,Sometimes,yes,no,1.0,0.0,Walking,Body Level 2
Female,19.314429,1.67231,49.713944,yes,2.562409,1.67062,Sometimes,no,3.488342,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,28.825279,1.815347,120.399758,yes,2.9673,2.530035,Sometimes,no,3.0,Sometimes,yes,no,1.045107,0.947866,Automobile,Body Level 4
Female,19.0,1.76,79.349221,yes,2.0,3.0,no,no,1.893811,Sometimes,yes,no,1.376229,1.801322,Public_Transportation,Body Level 3
Female,17.065445,1.647811,49.603807,yes,3.0,1.438398,Sometimes,no,3.566082,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,20.0,1.84,104.0,no,2.0,3.0,no,no,3.0,Sometimes,yes,no,3.0,0.0,Motorbike,Body Level 4
Female,37.441044,1.524293,76.202761,yes,2.0,1.603549,Sometimes,no,2.994046,Sometimes,yes,no,1.335857,0.0,Automobile,Body Level 4
Female,21.274628,1.737453,50.479039,yes,3.0,1.326694,no,no,3.489918,Frequently,yes,no,0.791929,0.128394,Public_Transportation,Body Level 1
Male,30.003358,1.758355,112.007101,yes,1.750809,2.002871,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.114457,Automobile,Body Level 4
Female,34.044229,1.665807,77.098973,yes,2.976975,1.868349,no,no,1.346987,Sometimes,yes,no,0.702538,0.879333,Automobile,Body Level 3
Male,21.196152,1.65,88.472359,yes,2.4277,3.0,no,no,1.001633,Sometimes,yes,no,1.172641,1.0,Public_Transportation,Body Level 4
Male,21.0,1.85,125.0,yes,3.0,1.0,Sometimes,no,1.0,Always,yes,no,0.0,0.0,Public_Transportation,Body Level 4
Male,18.0,1.791174,108.9606,yes,2.0,2.279124,no,no,1.08687,Sometimes,yes,no,1.0,1.609773,Public_Transportation,Body Level 4
Female,17.420269,1.489409,53.620604,yes,1.836554,2.0,Sometimes,no,1.865238,Sometimes,no,yes,0.320209,1.969507,Public_Transportation,Body Level 3
Female,25.461411,1.7,78.055968,yes,2.661556,3.0,Sometimes,no,3.0,Sometimes,yes,no,0.55181,0.658783,Public_Transportation,Body Level 3
Female,21.198217,1.743841,78.88036,yes,2.510583,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.119682,0.0,Public_Transportation,Body Level 3
Male,24.108711,1.7,80.761409,yes,2.0,2.879402,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.322405,Public_Transportation,Body Level 3
Male,19.506389,1.824449,87.656029,yes,2.793561,2.429059,Sometimes,no,3.788602,Sometimes,yes,no,2.094542,0.393358,Public_Transportation,Body Level 3
Male,26.225442,1.773664,116.160329,yes,2.442536,2.174371,Sometimes,no,3.0,Sometimes,yes,no,0.0,1.928972,Public_Transportation,Body Level 4
Male,44.0,1.6,80.0,no,2.0,3.0,no,yes,3.0,Sometimes,yes,no,0.0,0.0,Motorbike,Body Level 4
Male,41.0,1.75,115.806977,yes,2.0,1.142644,no,no,2.701521,Sometimes,yes,no,0.514225,0.0,Automobile,Body Level 4
Female,18.874591,1.533609,41.669346,yes,2.762325,1.30491,Sometimes,no,1.163666,Sometimes,no,no,0.25289,1.001405,Public_Transportation,Body Level 1
Male,23.0,1.774644,105.966894,yes,2.312825,2.073497,Sometimes,no,3.0,Sometimes,yes,no,0.614466,0.579541,Public_Transportation,Body Level 4
Female,18.656912,1.574017,41.220175,yes,1.649974,1.549974,Sometimes,no,1.513835,Sometimes,no,no,0.227802,1.972926,Public_Transportation,Body Level 1
Female,39.214514,1.580765,62.631382,yes,2.487167,2.396977,Sometimes,no,3.0,Sometimes,yes,no,0.577063,0.435072,Automobile,Body Level 3
Female,19.045357,1.61291,82.193405,yes,1.261288,1.166655,no,no,2.930044,Sometimes,yes,no,0.133398,0.95174,Public_Transportation,Body Level 4
Male,30.0,1.75,73.0,no,2.0,2.0,Sometimes,no,3.0,no,yes,yes,1.0,0.0,Walking,Body Level 2
Female,22.0,1.65,65.0,yes,2.0,2.0,no,no,3.0,Frequently,yes,yes,1.0,0.0,Automobile,Body Level 2
Male,18.0,1.73,70.0,yes,3.0,1.0,Sometimes,no,3.0,Frequently,no,no,2.0,1.0,Public_Transportation,Body Level 2
Male,23.0,1.701584,75.093569,yes,3.0,2.643468,Sometimes,no,3.205009,Sometimes,yes,no,0.998039,1.898139,Public_Transportation,Body Level 3
Female,26.0,1.633195,111.883747,yes,3.0,2.619517,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.140368,Public_Transportation,Body Level 4
Female,25.919241,1.611462,102.093223,yes,3.0,1.023328,Sometimes,no,3.0,Sometimes,yes,no,0.05093,1.0,Public_Transportation,Body Level 4
Female,20.254534,1.56948,41.324558,yes,2.392665,1.0,Sometimes,no,1.0,Frequently,no,no,0.0,0.738269,Public_Transportation,Body Level 1
Male,25.526746,1.783381,115.347176,yes,2.191429,2.102709,Sometimes,no,3.0,Sometimes,yes,no,1.32534,0.380979,Public_Transportation,Body Level 4
Male,17.362129,1.80671,59.243506,yes,2.424977,2.0,no,no,4.0,Sometimes,yes,no,2.0,0.03921,Automobile,Body Level 1
Female,19.833682,1.699464,49.676046,yes,1.270448,1.876915,Sometimes,no,3.731212,Frequently,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,39.685846,1.781032,96.303855,yes,2.252698,2.923856,Frequently,no,2.475228,Sometimes,yes,no,2.165429,0.616045,Automobile,Body Level 4
Male,18.0,1.8,72.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,3.0,0.0,Automobile,Body Level 2
Female,25.999185,1.568543,102.000122,yes,3.0,1.000544,Sometimes,no,3.0,Sometimes,yes,no,0.001297,1.0,Public_Transportation,Body Level 4
Female,18.024853,1.7,50.0,yes,1.0816,1.016968,Sometimes,no,3.520555,Frequently,no,no,0.651412,1.0,Public_Transportation,Body Level 1
Female,26.595893,1.660756,78.574786,yes,2.0,2.0,Frequently,no,2.597608,Sometimes,yes,no,0.0,0.434198,Public_Transportation,Body Level 3
Female,24.063874,1.737313,133.166595,yes,3.0,2.846259,Sometimes,no,3.0,Sometimes,yes,no,1.295759,0.723154,Public_Transportation,Body Level 4
Male,25.822348,1.766626,114.187096,yes,2.075321,2.144838,Sometimes,no,3.0,Sometimes,yes,no,1.501754,0.276319,Public_Transportation,Body Level 4
Female,18.744914,1.801983,138.034526,yes,3.0,2.691591,Sometimes,no,3.0,Sometimes,yes,no,1.168368,0.735372,Public_Transportation,Body Level 4
Female,20.941943,1.812963,138.730619,yes,3.0,2.641489,Sometimes,no,3.0,Sometimes,yes,no,0.481555,0.735201,Public_Transportation,Body Level 4
Male,23.0,1.89,65.0,yes,3.0,3.0,Sometimes,no,3.0,Frequently,yes,no,1.0,1.0,Public_Transportation,Body Level 1
Male,20.0,1.76,55.0,yes,2.0,3.0,no,no,4.0,Sometimes,yes,no,2.0,2.0,Public_Transportation,Body Level 1
Male,28.363149,1.793476,112.725005,yes,1.99124,2.0,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.292956,Public_Transportation,Body Level 4
Male,16.198153,1.691007,52.629374,yes,2.0,2.673835,Sometimes,no,2.000986,Sometimes,no,no,0.99295,0.474836,Public_Transportation,Body Level 1
Female,18.469086,1.741925,133.017105,yes,3.0,2.474518,Sometimes,no,3.0,Sometimes,yes,no,1.560261,0.662489,Public_Transportation,Body Level 4
Female,22.329041,1.598393,44.918255,no,2.886157,2.306821,no,no,2.326233,Frequently,no,no,1.42237,0.0,Public_Transportation,Body Level 1
Female,16.093234,1.608914,65.0,yes,1.321028,2.0,no,no,1.0,Sometimes,yes,yes,0.371452,0.965604,Public_Transportation,Body Level 3
Female,26.0,1.621245,111.267334,yes,3.0,2.605685,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.199227,Public_Transportation,Body Level 4
Male,23.0,1.718981,81.66995,yes,2.0,1.400247,Sometimes,no,1.729553,Sometimes,yes,no,0.887923,1.011983,Public_Transportation,Body Level 3
Male,19.084317,1.851123,61.264785,yes,3.0,2.548527,Sometimes,no,3.994588,Sometimes,yes,no,1.285976,0.267076,Automobile,Body Level 1
Female,33.0,1.56,48.0,no,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 2
Female,17.0,1.6,53.0,yes,1.0,1.0,Sometimes,no,3.0,Sometimes,no,no,2.0,2.0,Walking,Body Level 2
Female,18.198322,1.543338,71.799982,no,3.0,2.0,no,no,3.087119,Sometimes,yes,no,1.403872,1.0,Public_Transportation,Body Level 3
Female,21.0,1.753578,77.97917,yes,2.273548,1.648404,Sometimes,no,2.39007,Sometimes,yes,no,0.874643,1.102696,Public_Transportation,Body Level 3
Female,18.0,1.55,50.0,yes,3.0,1.0,no,no,3.0,Frequently,yes,no,1.0,2.0,Public_Transportation,Body Level 2
Female,17.0,1.8,50.0,yes,3.0,1.0,Sometimes,no,4.0,Frequently,no,no,2.0,1.0,Public_Transportation,Body Level 1
Female,21.413498,1.7199,133.886031,yes,3.0,2.41752,Sometimes,no,3.0,Sometimes,yes,no,1.556155,0.873936,Public_Transportation,Body Level 4
Male,18.0,1.782722,108.044313,yes,2.0,2.297896,no,no,2.655265,Sometimes,yes,no,1.0,0.552665,Public_Transportation,Body Level 4
Male,30.577343,1.868923,125.064264,yes,2.050619,1.515183,Sometimes,yes,3.0,Sometimes,yes,no,0.849811,0.261901,Public_Transportation,Body Level 4
Female,21.997683,1.689441,51.107925,yes,3.0,1.774576,no,no,3.715118,Frequently,yes,no,0.10297,0.646423,Public_Transportation,Body Level 1
Female,32.501143,1.675979,74.959747,yes,2.291846,1.0,Sometimes,no,1.555557,Sometimes,yes,no,0.0,0.388271,Automobile,Body Level 3
Female,26.0,1.613574,107.012256,yes,3.0,2.678779,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.508848,Public_Transportation,Body Level 4
Female,25.895546,1.626179,110.074019,yes,3.0,1.967707,Sometimes,no,3.0,Sometimes,yes,no,0.01437,0.434073,Public_Transportation,Body Level 4
Female,25.921678,1.611452,102.363149,yes,3.0,1.031701,Sometimes,no,3.0,Sometimes,yes,no,0.03465,0.912345,Public_Transportation,Body Level 4
Male,25.542454,1.763215,115.10813,yes,2.21965,2.165408,Sometimes,no,3.0,Sometimes,yes,no,1.315045,0.688985,Public_Transportation,Body Level 4
Female,18.0,1.62,55.0,yes,2.0,1.0,no,no,3.0,Frequently,yes,no,1.0,1.0,Public_Transportation,Body Level 2
Female,18.024744,1.617192,83.121811,yes,2.976509,1.022705,no,no,3.0,Sometimes,yes,no,1.02569,0.313016,Public_Transportation,Body Level 4
Male,31.194323,1.889104,129.157346,yes,2.889485,1.279771,Sometimes,yes,3.0,Sometimes,yes,no,0.941424,0.008343,Public_Transportation,Body Level 4
Male,19.0,1.88,79.0,no,2.0,3.0,Sometimes,no,3.0,Sometimes,no,no,3.0,0.0,Automobile,Body Level 2
Male,21.0,1.8,62.0,yes,3.0,2.0,no,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 2
Male,30.702559,1.86198,126.418413,yes,2.927187,1.508796,Sometimes,no,3.0,Sometimes,yes,no,0.902776,1.015467,Public_Transportation,Body Level 4
Male,20.0,1.72,70.0,yes,3.0,1.0,Sometimes,no,3.0,Frequently,yes,no,0.0,0.0,Public_Transportation,Body Level 2
Female,21.0,1.6,48.0,yes,2.0,1.0,Sometimes,no,3.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 2
Male,18.426619,1.777108,57.145917,yes,2.0,2.426465,no,no,3.092116,Sometimes,yes,no,2.0,1.839862,Automobile,Body Level 1
Female,20.871667,1.782453,137.852618,yes,3.0,2.748909,Sometimes,no,3.0,Sometimes,yes,no,1.989171,0.832515,Public_Transportation,Body Level 4
Female,42.24475,1.768231,75.62931,yes,3.0,2.112032,Sometimes,no,2.951837,Sometimes,yes,no,0.378683,0.0,Automobile,Body Level 3
Female,21.0,1.63,51.0,yes,2.0,1.0,no,no,1.0,Sometimes,no,no,1.0,1.0,Public_Transportation,Body Level 2
Male,23.0,1.753716,106.49141,yes,2.740633,2.081005,Sometimes,no,3.0,Sometimes,yes,no,0.650235,0.76906,Public_Transportation,Body Level 4
Female,18.0,1.692913,89.93889,yes,2.818502,1.991251,no,no,3.0,Sometimes,yes,no,1.492967,0.0,Public_Transportation,Body Level 4
Female,19.071027,1.756865,49.699672,yes,1.69427,1.095417,Sometimes,no,3.266644,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,18.0,1.767058,51.132809,yes,2.708965,1.873004,Sometimes,no,3.0,Sometimes,yes,no,1.21718,1.0,Public_Transportation,Body Level 1
Male,23.0,1.65,95.0,yes,2.0,2.0,Frequently,no,3.0,Always,yes,no,0.0,1.0,Automobile,Body Level 4
Male,16.30687,1.752755,50.0,yes,2.310423,1.787843,Sometimes,no,3.558637,Sometimes,no,no,1.926592,0.828549,Public_Transportation,Body Level 1
Male,20.418832,1.836669,105.257543,yes,2.0,2.793505,no,no,3.0,Sometimes,yes,no,2.21939,0.202902,Public_Transportation,Body Level 4
Female,37.0,1.65,73.0,no,3.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 3
Female,21.845025,1.613668,68.126955,yes,1.758394,2.174248,Sometimes,no,3.981997,Sometimes,yes,no,0.920476,1.358163,Public_Transportation,Body Level 3
Female,16.865984,1.644053,67.439589,yes,1.31415,1.364957,no,no,1.068196,Sometimes,yes,yes,0.0,0.057926,Public_Transportation,Body Level 3
Male,32.707653,1.695347,102.810704,yes,2.795086,1.0,no,no,2.129909,Sometimes,yes,no,1.989316,0.0,Public_Transportation,Body Level 4
Male,18.0,1.783906,109.207614,yes,2.0,2.438398,no,no,1.867836,Sometimes,yes,no,1.0,0.802305,Public_Transportation,Body Level 4
Female,22.980221,1.724983,132.94066,yes,3.0,2.085553,Sometimes,no,3.0,Sometimes,yes,no,1.271651,0.587932,Public_Transportation,Body Level 4
Male,25.151286,1.761519,112.835195,yes,1.289315,2.007348,Sometimes,no,3.0,Sometimes,yes,no,1.376217,0.001518,Public_Transportation,Body Level 4
Female,18.871794,1.586895,41.452385,yes,2.0,1.0,Sometimes,no,1.07976,Sometimes,no,no,0.194745,1.547086,Public_Transportation,Body Level 1
Female,20.172661,1.605521,44.661461,no,3.0,1.0,Sometimes,no,2.893778,Frequently,no,yes,0.769726,0.0,Public_Transportation,Body Level 1
Female,25.959772,1.642098,104.966758,yes,3.0,1.482002,Sometimes,no,3.0,Sometimes,yes,no,0.204108,0.657221,Public_Transportation,Body Level 4
Female,20.954955,1.759358,55.01045,yes,2.971574,2.894678,no,no,3.592415,Frequently,yes,no,2.0,1.009632,Public_Transportation,Body Level 1
Male,24.0,1.7,75.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 3
Female,22.847618,1.669136,85.568385,yes,2.074843,2.428271,no,no,1.773916,Sometimes,yes,no,0.035091,1.0,Public_Transportation,Body Level 4
Male,28.39124,1.81006,87.286783,yes,3.0,1.205633,no,no,3.0,Sometimes,no,no,2.0,0.0,Automobile,Body Level 3
Male,30.0,1.77,109.0,yes,3.0,1.0,Sometimes,no,3.0,Sometimes,yes,no,2.0,0.0,Automobile,Body Level 4
Male,25.95383,1.65731,90.0,yes,2.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,0.413643,0.920858,Automobile,Body Level 4
Female,21.082384,1.486484,60.117993,no,2.0,1.0,no,no,1.104642,Sometimes,yes,no,0.0,0.969097,Public_Transportation,Body Level 3
Male,19.703095,1.704141,78.790936,no,1.650505,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.73234,1.0,Public_Transportation,Body Level 3
Female,20.781751,1.734092,125.117633,yes,3.0,1.54249,Sometimes,no,3.0,Sometimes,yes,no,0.6277,0.450479,Public_Transportation,Body Level 4
Female,26.0,1.629727,111.275646,yes,3.0,2.495851,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.218645,Public_Transportation,Body Level 4
Male,20.803186,1.882533,117.468516,yes,2.0,2.325091,Sometimes,no,2.18162,Sometimes,yes,no,0.891444,1.223661,Public_Transportation,Body Level 4
Female,33.732714,1.679725,74.885222,yes,3.0,1.000695,Sometimes,no,1.13715,Sometimes,yes,no,0.261274,0.0,Automobile,Body Level 3
Male,24.002404,1.609418,100.078367,yes,2.885693,1.011849,no,no,1.685134,Sometimes,yes,no,0.503105,1.217929,Public_Transportation,Body Level 4
Male,34.139453,1.774647,120.151967,no,2.962415,2.172649,Sometimes,no,3.0,Sometimes,yes,no,1.097905,0.0,Automobile,Body Level 4
Female,23.0,1.6,78.0,yes,2.0,2.0,Frequently,yes,1.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 4
Female,34.799519,1.689141,50.0,yes,2.652779,1.60114,no,no,3.804944,Frequently,yes,no,0.174692,0.096982,Public_Transportation,Body Level 1
Female,17.08525,1.535618,57.259124,yes,1.972545,1.711074,Sometimes,no,2.339614,Sometimes,no,yes,0.095517,1.191053,Public_Transportation,Body Level 3
Male,23.246702,1.652971,93.310284,yes,1.368978,1.953152,no,no,3.0,Sometimes,yes,no,0.104707,0.22183,Automobile,Body Level 4
Female,21.3928,1.641149,88.079177,yes,2.607747,3.0,no,no,1.000414,Sometimes,yes,no,1.269169,1.460564,Public_Transportation,Body Level 4
Male,35.0,1.78,105.0,yes,3.0,3.0,Frequently,no,1.0,no,yes,no,3.0,1.0,Automobile,Body Level 4
Female,27.14823,1.660446,49.558304,yes,2.004146,2.020764,no,no,3.443456,Frequently,yes,no,1.078719,1.26729,Public_Transportation,Body Level 1
Male,21.0,1.81,80.0,no,1.0,2.0,no,no,3.0,no,no,no,2.0,0.0,Public_Transportation,Body Level 2
Female,20.952737,1.730333,132.116491,yes,3.0,1.674061,Sometimes,no,3.0,Sometimes,yes,no,1.683497,0.780199,Public_Transportation,Body Level 4
Male,18.0,1.7,55.0,yes,2.0,2.0,Sometimes,no,3.0,Frequently,yes,no,0.0,0.0,Public_Transportation,Body Level 2
Female,17.0,1.65,67.0,yes,3.0,2.0,no,no,1.0,Sometimes,yes,no,1.0,1.0,Walking,Body Level 2
Female,22.935612,1.732307,54.835576,yes,3.0,2.00357,no,no,3.0,Frequently,yes,no,1.25955,0.417116,Public_Transportation,Body Level 1
Female,20.206358,1.738397,93.890682,yes,1.996638,1.033199,Sometimes,no,3.0,Sometimes,yes,no,0.584793,0.518297,Public_Transportation,Body Level 4
Male,22.0,1.74,75.0,yes,3.0,1.0,no,no,3.0,Frequently,yes,no,1.0,0.0,Automobile,Body Level 2
Male,17.377131,1.811238,58.83071,yes,2.483979,2.0,no,no,3.762778,Sometimes,yes,no,2.0,0.930051,Automobile,Body Level 1
Male,18.88061,1.80416,104.40682,yes,2.0,3.0,no,no,3.0,Sometimes,yes,no,2.2405,0.0,Public_Transportation,Body Level 4
Male,21.0,1.65,53.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 2
Female,26.0,1.65632,111.93301,yes,3.0,2.774014,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.138418,Public_Transportation,Body Level 4
Female,20.0,1.64,49.0,no,3.0,2.0,Sometimes,yes,3.0,Sometimes,no,no,2.0,1.0,Automobile,Body Level 1
Male,25.632447,1.836943,96.192662,yes,1.317729,2.0,Sometimes,no,2.278652,Sometimes,yes,no,1.80674,1.93977,Public_Transportation,Body Level 3
Female,32.593129,1.721903,72.748903,yes,2.0,1.0,Sometimes,no,3.0,Sometimes,yes,no,0.0,1.339232,Automobile,Body Level 3
Female,17.0,1.58,50.0,yes,1.0,2.0,Sometimes,no,4.0,Frequently,no,no,1.0,2.0,Public_Transportation,Body Level 2
Male,21.380336,1.724839,82.27635,yes,2.09449,2.0,Sometimes,no,1.873484,Sometimes,yes,no,2.079709,0.880414,Public_Transportation,Body Level 3
Male,23.0,1.75,75.0,yes,2.0,2.0,Frequently,no,3.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 2
Male,31.783845,1.75,120.0,yes,2.941627,2.318134,Sometimes,no,3.0,Sometimes,yes,no,0.582686,1.588046,Automobile,Body Level 4
Male,40.794057,1.735851,109.889334,yes,2.305349,1.02161,no,no,3.169089,Sometimes,yes,no,0.908981,0.0,Automobile,Body Level 4
Female,38.097395,1.696954,78.156035,yes,3.0,2.166024,no,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 3
Male,31.743821,1.67782,102.022057,yes,2.826036,1.0,no,no,2.371658,Sometimes,yes,no,1.996487,0.0,Public_Transportation,Body Level 4
Female,22.884722,1.622787,82.0,yes,1.754401,2.0,no,no,1.0,Sometimes,yes,no,0.0,0.301909,Public_Transportation,Body Level 4
Female,28.770852,1.532897,65.031879,no,2.0,1.0,no,no,1.0,Sometimes,yes,no,0.262171,0.0,Public_Transportation,Body Level 3
Male,22.0,1.691303,80.539,yes,2.0,2.0,Sometimes,no,2.038373,Sometimes,yes,no,2.70825,1.506576,Public_Transportation,Body Level 3
Male,23.096353,1.728183,97.959899,yes,2.0,2.364208,no,no,2.986172,Sometimes,yes,no,2.492402,1.632506,Public_Transportation,Body Level 4
Female,19.0,1.6,45.0,no,3.0,3.0,no,no,3.0,no,no,yes,2.0,0.0,Walking,Body Level 1
Female,27.0,1.55,62.0,yes,3.0,1.0,Sometimes,no,1.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 3
Male,22.200779,1.769328,105.000576,yes,2.685484,2.649459,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 4
Male,19.789291,1.820643,85.0,yes,3.0,2.759246,Sometimes,no,3.0,Sometimes,yes,no,1.763277,0.453314,Public_Transportation,Body Level 3
Female,25.908829,1.607734,102.305767,yes,3.0,1.030501,Sometimes,no,3.0,Sometimes,yes,no,0.06582,0.991473,Public_Transportation,Body Level 4
Male,19.478533,1.804099,85.196279,yes,2.459976,2.078011,Sometimes,no,3.30846,Sometimes,yes,no,1.779646,0.871772,Public_Transportation,Body Level 3
Female,24.023972,1.599697,64.808022,yes,2.903545,1.549931,Sometimes,no,3.0,Sometimes,no,no,0.0,0.273882,Public_Transportation,Body Level 3
Male,17.282945,1.821514,59.605028,yes,2.613249,2.0,no,no,3.712183,Sometimes,yes,no,2.002997,0.174848,Automobile,Body Level 1
Female,18.20634,1.807406,141.799429,yes,3.0,2.472903,Sometimes,no,3.0,Sometimes,yes,no,1.998047,0.840911,Public_Transportation,Body Level 4
Female,21.012542,1.615145,68.653347,yes,1.729824,2.043703,Sometimes,no,3.612941,no,yes,no,0.562118,0.426643,Public_Transportation,Body Level 3
Male,30.62865,1.766975,118.363376,yes,2.964319,2.377257,Sometimes,no,3.0,Sometimes,yes,no,0.614959,1.875023,Automobile,Body Level 4
Male,29.0,1.69,90.0,no,2.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 4
Male,26.607478,1.793174,118.165082,yes,2.002076,2.338373,Sometimes,no,3.0,Sometimes,yes,no,0.897562,0.081156,Public_Transportation,Body Level 4
Male,30.71516,1.650189,101.141277,yes,2.913452,1.0,no,no,2.269799,Sometimes,yes,no,1.889937,0.378818,Public_Transportation,Body Level 4
Male,31.86893,1.75,118.102897,yes,2.139196,2.04843,Sometimes,no,3.0,Sometimes,yes,no,0.368026,0.360986,Automobile,Body Level 4
Female,29.970445,1.610863,49.516027,yes,2.059138,2.0,no,no,3.904858,Frequently,yes,no,0.821977,0.0,Public_Transportation,Body Level 1
Male,36.673882,1.7921,101.285765,yes,2.222282,2.791604,Sometimes,no,1.578751,Sometimes,yes,no,2.352091,0.317846,Automobile,Body Level 4
Female,18.951144,1.621048,72.105856,no,3.0,2.0,Sometimes,no,3.884861,Sometimes,yes,no,1.0,1.0,Public_Transportation,Body Level 3
Male,25.3292,1.771817,114.004832,yes,1.528331,2.079353,Sometimes,no,3.0,Sometimes,yes,no,1.522429,0.228598,Public_Transportation,Body Level 4
Male,26.0,1.9,80.0,yes,2.0,1.0,Sometimes,no,3.0,Frequently,yes,yes,1.0,0.0,Automobile,Body Level 2
Female,32.997118,1.672446,74.812707,yes,2.948425,1.0,Sometimes,no,1.198643,Sometimes,yes,no,0.0,0.173796,Automobile,Body Level 3
Male,22.927011,1.751046,95.285898,yes,2.0,2.530301,no,no,3.0,Sometimes,yes,no,2.89118,1.287117,Public_Transportation,Body Level 4
Female,19.0,1.6,60.0,yes,2.0,2.0,Sometimes,no,3.0,Frequently,no,no,0.0,1.0,Public_Transportation,Body Level 2
Female,23.090215,1.596586,80.726195,yes,1.518966,2.0,no,no,1.0,Sometimes,yes,no,0.0,1.094046,Public_Transportation,Body Level 4
Male,26.774115,1.755938,112.287678,yes,1.428289,2.117733,Sometimes,no,3.0,Sometimes,yes,no,0.485322,0.696948,Automobile,Body Level 4
Male,24.408805,1.779547,118.740035,yes,2.736298,2.045561,Sometimes,no,2.992903,Sometimes,yes,no,0.854957,0.428452,Public_Transportation,Body Level 4
Female,22.0,1.58,58.0,yes,2.0,1.0,no,no,1.0,Sometimes,yes,no,0.0,0.0,Public_Transportation,Body Level 2
Female,21.028989,1.748524,133.878843,yes,3.0,2.868167,Sometimes,no,3.0,Sometimes,yes,no,1.48372,0.83509,Public_Transportation,Body Level 4
Female,18.0,1.56,51.0,yes,2.0,2.0,Sometimes,no,4.0,Frequently,yes,no,1.0,0.0,Public_Transportation,Body Level 2
Female,25.777565,1.628205,107.378702,yes,3.0,2.506631,Sometimes,no,3.0,Sometimes,yes,no,0.025787,0.484165,Public_Transportation,Body Level 4
Female,21.322097,1.751118,149.291106,yes,3.0,2.309409,Sometimes,no,3.0,Sometimes,yes,no,1.68291,0.70558,Public_Transportation,Body Level 4
Female,19.0,1.564199,42.096062,yes,3.0,2.456581,no,no,1.894384,Sometimes,no,yes,1.596576,0.9974,Public_Transportation,Body Level 1
Male,23.806789,1.732492,84.557797,yes,2.992205,2.413813,Sometimes,no,3.0,Sometimes,yes,no,0.458237,0.688293,Public_Transportation,Body Level 3
Female,26.0,1.62495,111.00492,yes,3.0,2.704315,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.322666,Public_Transportation,Body Level 4
Male,24.63474,1.829757,120.980508,yes,2.644094,2.740525,Sometimes,no,3.0,Sometimes,yes,no,2.0,0.500936,Public_Transportation,Body Level 4
Male,25.036269,1.874519,121.244969,yes,2.630137,2.960088,Sometimes,no,3.0,Sometimes,yes,no,1.356468,0.0,Public_Transportation,Body Level 4
Male,23.327836,1.754439,119.441207,yes,1.893428,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.917383,0.93648,Public_Transportation,Body Level 4
Male,27.0,1.880992,99.623778,yes,2.684528,1.05668,Sometimes,no,1.0,Sometimes,yes,no,1.516147,0.084006,Public_Transportation,Body Level 3
Male,19.16097,1.662728,77.473204,no,2.008656,3.0,Sometimes,no,1.402771,Sometimes,yes,no,0.112383,0.32803,Public_Transportation,Body Level 3
